id,name_wikitag,ppg,ppg_id,start_date,end_date,landtag_state_abb,electoralperiod
/wiki/Gerhard_Steffens-rp-12,/wiki/Gerhard_Steffens,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Norbert_Stretz-rp-12,/wiki/Norbert_Stretz,SPD,SPD,1991-05-21,1996-05-19,rp,12
/wiki/Thomas_Stritter-rp-12,/wiki/Thomas_Stritter,SPD,SPD,1991-05-21,1996-05-19,rp,12
/wiki/Hans_T%C3%B6lkes-rp-12,/wiki/Hans_T%C3%B6lkes,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Heinz_Peter_Volkert-rp-12,/wiki/Heinz_Peter_Volkert,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Hans-Otto_Wilhelm-rp-12,/wiki/Hans-Otto_Wilhelm,CDU,CDU,1991-05-21,1994-11-08,rp,12
/wiki/Walter_Wirz-rp-12,/wiki/Walter_Wirz,CDU,CDU,1994-11-09,1996-05-19,rp,12
/wiki/Wolfgang_Wittkowsky-rp-12,/wiki/Wolfgang_Wittkowsky,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Werner_Wittlich-rp-12,/wiki/Werner_Wittlich,CDU,CDU,1991-05-21,1996-05-19,rp,12
/wiki/Walter_Franz_Altherr-rp-13,/wiki/Walter_Franz_Altherr,CDU,CDU,1996-05-20,2001-05-17,rp,13
