"","id","name.wikitag","fraction","fraction.id","position","position.clean","start.date","end.date","landtag.state.abb","electoralperiod"
"NW.6","/wiki/Hermann-Josef_Arentz-nw-11","/wiki/Hermann-Josef_Arentz","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-05-15,1995-05-31,"nw",11
"NW.7","/wiki/Regina_van_Dinther-nw-11","/wiki/Regina_van_Dinther","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-05-15,1995-05-31,"nw",11
"NW.8","/wiki/Lothar_Hegemann-nw-11","/wiki/Lothar_Hegemann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.9","/wiki/Ruth_Hieronymi-nw-11","/wiki/Ruth_Hieronymi","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.10","/wiki/Leonhard_Kuckart-nw-11","/wiki/Leonhard_Kuckart","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.11","/wiki/Herbert_Reul-nw-11","/wiki/Herbert_Reul","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.12","/wiki/Hartmut_Schauerte-nw-11","/wiki/Hartmut_Schauerte","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1994-12-02,"nw",11
"NW.13","/wiki/Eckhard_Uhlenberg-nw-11","/wiki/Eckhard_Uhlenberg","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-05-15,1995-05-31,"nw",11
"NW.14","/wiki/Marie-Luise_Woldering-nw-11","/wiki/Marie-Luise_Woldering","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.15","/wiki/Heinz_Hardt-nw-11","/wiki/Heinz_Hardt","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1990-05-31,1995-05-31,"nw",11
"NW.16","/wiki/Hermann-Josef_Arentz-nw-11","/wiki/Hermann-Josef_Arentz","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.17","/wiki/Peter_Bensmann-nw-11","/wiki/Peter_Bensmann","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-09-10,1995-05-31,"nw",11
"NW.18","/wiki/Ilka_von_Boeselager-nw-11","/wiki/Ilka_von_Boeselager","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-05-15,1995-05-31,"nw",11
"NW.19","/wiki/Franz-Josef_Britz-nw-11","/wiki/Franz-Josef_Britz","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1994-12-01,1995-05-31,"nw",11
"NW.20","/wiki/Leo_Dautzenberg-nw-11","/wiki/Leo_Dautzenberg","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1994-12-01,1995-05-31,"nw",11
"NW.21","/wiki/Brunhild_Decking-Schwill-nw-11","/wiki/Brunhild_Decking-Schwill","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.22","/wiki/Helmut_Diegel-nw-11","/wiki/Helmut_Diegel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.23","/wiki/Regina_van_Dinther-nw-11","/wiki/Regina_van_Dinther","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.24","/wiki/Heinrich_Dreyer_(Politiker)-nw-11","/wiki/Heinrich_Dreyer_(Politiker)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1994-10-24,"nw",11
"NW.25","/wiki/Norbert_Giltjes-nw-11","/wiki/Norbert_Giltjes","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-10-24,1995-05-31,"nw",11
"NW.26","/wiki/Hans-Ulrich_Klose_(Politiker,_1935)-nw-11","/wiki/Hans-Ulrich_Klose_(Politiker,_1935)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.27","/wiki/Fritz_Kollorz-nw-11","/wiki/Fritz_Kollorz","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.28","/wiki/G%C3%BCnter_Langen-nw-11","/wiki/G%C3%BCnter_Langen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1994-12-01,1995-05-31,"nw",11
"NW.29","/wiki/Albert_Leifert-nw-11","/wiki/Albert_Leifert","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.30","/wiki/Laurenz_Meyer-nw-11","/wiki/Laurenz_Meyer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.31","/wiki/Renate_M%C3%B6hrmann-nw-11","/wiki/Renate_M%C3%B6hrmann","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.32","/wiki/Heinz_Paus-nw-11","/wiki/Heinz_Paus","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.33","/wiki/Beatrix_Philipp_(Politikerin)-nw-11","/wiki/Beatrix_Philipp_(Politikerin)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1991-03-12,1994-11-15,"nw",11
"NW.34","/wiki/Ottmar_Pohl-nw-11","/wiki/Ottmar_Pohl","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1991-01-11,"nw",11
"NW.35","/wiki/Horst_Posdorf-nw-11","/wiki/Horst_Posdorf","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.36","/wiki/Antonius_R%C3%BCsenberg-nw-11","/wiki/Antonius_R%C3%BCsenberg","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.37","/wiki/Annemarie_Schraps-nw-11","/wiki/Annemarie_Schraps","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.38","/wiki/Anne-Hanne_Siepenkothen-nw-11","/wiki/Anne-Hanne_Siepenkothen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.39","/wiki/Werner_Stump-nw-11","/wiki/Werner_Stump","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-05-15,1995-05-31,"nw",11
"NW.40","/wiki/Eckhard_Uhlenberg-nw-11","/wiki/Eckhard_Uhlenberg","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-15,"nw",11
"NW.41","/wiki/Ilka_von_Boeselager-nw-11","/wiki/Ilka_von_Boeselager","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1991-01-19,1995-05-15,"nw",11
"NW.42","/wiki/Barbara_Wischermann-nw-11","/wiki/Barbara_Wischermann","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-05-15,1995-05-31,"nw",11
"NW.43","/wiki/Siegfried_Zellnig-nw-11","/wiki/Siegfried_Zellnig","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.44","/wiki/Achim_Rohde-nw-11","/wiki/Achim_Rohde","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.45","/wiki/Horst_Ludwig_Riemer-nw-11","/wiki/Horst_Ludwig_Riemer","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-06-06,1995-05-31,"nw",11
"NW.46","/wiki/Marianne_Thomann-Stahl-nw-11","/wiki/Marianne_Thomann-Stahl","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-06-06,1995-05-31,"nw",11
"NW.47","/wiki/Hagen_Tschoeltsch-nw-11","/wiki/Hagen_Tschoeltsch","FDP","FDP","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1990-05-31,1995-05-31,"nw",11
"NW.48","/wiki/Friedhelm_Farthmann-nw-11","/wiki/Friedhelm_Farthmann","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",1990-05-31,1995-05-24,"nw",11
"NW.49","/wiki/Manfred_Dammeyer-nw-11","/wiki/Manfred_Dammeyer","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.50","/wiki/Klaus_Heugel-nw-11","/wiki/Klaus_Heugel","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1994-12-06,1995-05-30,"nw",11
"NW.51","/wiki/Franz-Josef_Kniola-nw-11","/wiki/Franz-Josef_Kniola","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1990-08-14,"nw",11
"NW.52","/wiki/Loke_Mernizka-nw-11","/wiki/Loke_Mernizka","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-08-14,1995-05-31,"nw",11
"NW.53","/wiki/Adolf_Retz-nw-11","/wiki/Adolf_Retz","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-05-30,1995-05-31,"nw",11
"NW.54","/wiki/Volkmar_Schultz-nw-11","/wiki/Volkmar_Schultz","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1994-11-30,"nw",11
"NW.55","/wiki/Brigitte_Speth-nw-11","/wiki/Brigitte_Speth","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.56","/wiki/Reinhold_Trinius-nw-11","/wiki/Reinhold_Trinius","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1990-05-31,1995-05-31,"nw",11
"NW.57","/wiki/Birgit_Fischer_(Politikerin)-nw-11","/wiki/Birgit_Fischer_(Politikerin)","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1991-12-10,1995-05-31,"nw",11
"NW.58","/wiki/Gerhard_Wendzinski-nw-11","/wiki/Gerhard_Wendzinski","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1990-05-31,1991-12-10,"nw",11
"NW.59","/wiki/Heidemarie_Berger-nw-11","/wiki/Heidemarie_Berger","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.60","/wiki/Manfred_B%C3%B6cker-nw-11","/wiki/Manfred_B%C3%B6cker","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1991-12-03,1995-05-31,"nw",11
"NW.61","/wiki/J%C3%BCrgen_B%C3%BCssow-nw-11","/wiki/J%C3%BCrgen_B%C3%BCssow","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.62","/wiki/Bodo_Champignon-nw-11","/wiki/Bodo_Champignon","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-05-30,1995-05-31,"nw",11
"NW.63","/wiki/Stefan_Frechen-nw-11","/wiki/Stefan_Frechen","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.64","/wiki/Hans_Frey_(Politiker)-nw-11","/wiki/Hans_Frey_(Politiker)","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.65","/wiki/Anne_Garbe-nw-11","/wiki/Anne_Garbe","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-30,"nw",11
"NW.66","/wiki/Gabriele_Gorcitza-nw-11","/wiki/Gabriele_Gorcitza","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.67","/wiki/Reinhard_Gr%C3%A4tz-nw-11","/wiki/Reinhard_Gr%C3%A4tz","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.68","/wiki/Annelie_Kever-Henseler-nw-11","/wiki/Annelie_Kever-Henseler","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-05-30,1995-05-31,"nw",11
"NW.69","/wiki/Wolfram_Kuschke-nw-11","/wiki/Wolfram_Kuschke","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1994-12-06,1995-05-30,"nw",11
"NW.70","/wiki/Loke_Mernizka-nw-11","/wiki/Loke_Mernizka","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1990-08-14,"nw",11
"NW.71","/wiki/Marie-Luise_Morawietz-nw-11","/wiki/Marie-Luise_Morawietz","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-30,"nw",11
"NW.72","/wiki/Johannes_Pflug-nw-11","/wiki/Johannes_Pflug","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.73","/wiki/Marita_Rauterkus-nw-11","/wiki/Marita_Rauterkus","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-30,"nw",11
"NW.74","/wiki/Hans_Rohe-nw-11","/wiki/Hans_Rohe","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1991-12-03,"nw",11
"NW.75","/wiki/J%C3%BCrgen_Schaufu%C3%9F-nw-11","/wiki/J%C3%BCrgen_Schaufu%C3%9F","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.76","/wiki/Klaus_Strehl-nw-11","/wiki/Klaus_Strehl","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-08-04,1995-05-31,"nw",11
"NW.77","/wiki/Ernst-Otto_St%C3%BCber-nw-11","/wiki/Ernst-Otto_St%C3%BCber","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1994-11-30,"nw",11
"NW.78","/wiki/Hans_Vorpeil-nw-11","/wiki/Hans_Vorpeil","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1990-05-31,1995-05-31,"nw",11
"NW.79","/wiki/Manfred_Busch-nw-12","/wiki/Manfred_Busch","Grüne","GRÜNE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1995-07-06,1998-02-28,"nw",12
"NW.80","/wiki/Sylvia_L%C3%B6hrmann-nw-12","/wiki/Sylvia_L%C3%B6hrmann","Grüne","GRÜNE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1998-03-10,2000-06-01,"nw",12
"NW.81","/wiki/Michael_Vesper-nw-12","/wiki/Michael_Vesper","Grüne","GRÜNE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1995-06-01,1995-07-06,"nw",12
"NW.82","/wiki/Roland_Appel_(Politiker)-nw-12","/wiki/Roland_Appel_(Politiker)","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",1995-07-06,2000-06-01,"nw",12
"NW.83","/wiki/Christiane_Bainski-nw-12","/wiki/Christiane_Bainski","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",1995-07-06,1999-01-19,"nw",12
"NW.84","/wiki/Christiane_Bainski-nw-12","/wiki/Christiane_Bainski","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",1999-01-19,1999-11-15,"nw",12
"NW.85","/wiki/Ingrid_Fitzek-nw-12","/wiki/Ingrid_Fitzek","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",1996-06-14,1998-03-10,"nw",12
"NW.86","/wiki/Katrin_Gr%C3%BCber-nw-12","/wiki/Katrin_Gr%C3%BCber","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",1995-07-06,2000-06-01,"nw",12
"NW.87","/wiki/B%C3%A4rbel_H%C3%B6hn-nw-12","/wiki/B%C3%A4rbel_H%C3%B6hn","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",1995-06-01,1995-07-06,"nw",12
"NW.88","/wiki/Ute_Koczy-nw-12","/wiki/Ute_Koczy","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",1995-07-06,1996-06-14,"nw",12
"NW.89","/wiki/Sylvia_L%C3%B6hrmann-nw-12","/wiki/Sylvia_L%C3%B6hrmann","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",1999-11-23,2000-06-01,"nw",12
"NW.90","/wiki/Gisela_Nacken-nw-12","/wiki/Gisela_Nacken","Grüne","GRÜNE","Fraktionssprecher/in","Fraktionsvorsitz",1995-07-06,1999-01-19,"nw",12
"NW.91","/wiki/Johannes_Remmel-nw-12","/wiki/Johannes_Remmel","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",1999-01-19,2000-06-01,"nw",12
"NW.92","/wiki/Hedwig_Tarner-nw-12","/wiki/Hedwig_Tarner","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",1999-01-19,2000-06-01,"nw",12
"NW.93","/wiki/Helmut_Linssen-nw-12","/wiki/Helmut_Linssen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1999-02-23,"nw",12
"NW.94","/wiki/Laurenz_Meyer-nw-12","/wiki/Laurenz_Meyer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-02-23,2000-06-01,"nw",12
"NW.95","/wiki/Hermann-Josef_Arentz-nw-12","/wiki/Hermann-Josef_Arentz","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.96","/wiki/Regina_van_Dinther-nw-12","/wiki/Regina_van_Dinther","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.97","/wiki/Lothar_Hegemann-nw-12","/wiki/Lothar_Hegemann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.98","/wiki/Ruth_Hieronymi-nw-12","/wiki/Ruth_Hieronymi","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,1997-11-25,"nw",12
"NW.99","/wiki/Laurenz_Meyer-nw-12","/wiki/Laurenz_Meyer","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1997-11-25,1999-02-23,"nw",12
"NW.100","/wiki/Herbert_Reul-nw-12","/wiki/Herbert_Reul","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.101","/wiki/Antonius_R%C3%BCsenberg-nw-12","/wiki/Antonius_R%C3%BCsenberg","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1999-08-01,2000-06-01,"nw",12
"NW.102","/wiki/Eckhard_Uhlenberg-nw-12","/wiki/Eckhard_Uhlenberg","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.103","/wiki/Heinz_Hardt-nw-12","/wiki/Heinz_Hardt","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1995-06-01,2000-06-01,"nw",12
"NW.104","/wiki/Peter_Bensmann-nw-12","/wiki/Peter_Bensmann","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.105","/wiki/Richard_Bl%C3%B6mer-nw-12","/wiki/Richard_Bl%C3%B6mer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.106","/wiki/Ilka_von_Boeselager-nw-12","/wiki/Ilka_von_Boeselager","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.107","/wiki/Michael_Breuer-nw-12","/wiki/Michael_Breuer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.108","/wiki/Franz-Josef_Britz-nw-12","/wiki/Franz-Josef_Britz","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.109","/wiki/Hannelore_Br%C3%BCning-nw-12","/wiki/Hannelore_Br%C3%BCning","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1997-11-25,2000-06-01,"nw",12
"NW.110","/wiki/Brunhild_Decking-Schwill-nw-12","/wiki/Brunhild_Decking-Schwill","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1995-09-01,"nw",12
"NW.111","/wiki/Helmut_Diegel-nw-12","/wiki/Helmut_Diegel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1999-10-26,"nw",12
"NW.112","/wiki/Helmut_Diegel-nw-12","/wiki/Helmut_Diegel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-26,2000-06-01,"nw",12
"NW.113","/wiki/Norbert_Giltjes-nw-12","/wiki/Norbert_Giltjes","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1997-11-04,"nw",12
"NW.114","/wiki/Ruth_Hieronymi-nw-12","/wiki/Ruth_Hieronymi","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1997-11-25,1999-07-31,"nw",12
"NW.115","/wiki/Otti_H%C3%BCls-nw-12","/wiki/Otti_H%C3%BCls","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-09-01,2000-06-01,"nw",12
"NW.116","/wiki/Hans-Ulrich_Klose_(Politiker,_1935)-nw-12","/wiki/Hans-Ulrich_Klose_(Politiker,_1935)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.117","/wiki/Fritz_Kollorz-nw-12","/wiki/Fritz_Kollorz","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.118","/wiki/Theodor_Kruse-nw-12","/wiki/Theodor_Kruse","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-26,2000-06-01,"nw",12
"NW.119","/wiki/Manfred_Kuhmichel-nw-12","/wiki/Manfred_Kuhmichel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.120","/wiki/G%C3%BCnter_Langen-nw-12","/wiki/G%C3%BCnter_Langen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.121","/wiki/Albert_Leifert-nw-12","/wiki/Albert_Leifert","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.122","/wiki/Hans_Peter_Lindlar-nw-12","/wiki/Hans_Peter_Lindlar","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-26,2000-06-01,"nw",12
"NW.123","/wiki/Rainer_Lux-nw-12","/wiki/Rainer_Lux","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-26,2000-06-01,"nw",12
"NW.124","/wiki/Laurenz_Meyer-nw-12","/wiki/Laurenz_Meyer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1997-11-25,"nw",12
"NW.125","/wiki/Maria_Theresia_Opladen-nw-12","/wiki/Maria_Theresia_Opladen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1999-09-30,"nw",12
"NW.126","/wiki/Heinz_Paus-nw-12","/wiki/Heinz_Paus","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1999-09-30,"nw",12
"NW.127","/wiki/Horst_Posdorf-nw-12","/wiki/Horst_Posdorf","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1995-09-01,"nw",12
"NW.128","/wiki/Bernhard_Recker-nw-12","/wiki/Bernhard_Recker","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1997-11-04,2000-06-01,"nw",12
"NW.129","/wiki/Antonius_R%C3%BCsenberg-nw-12","/wiki/Antonius_R%C3%BCsenberg","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1999-08-01,"nw",12
"NW.130","/wiki/Annemarie_Schraps-nw-12","/wiki/Annemarie_Schraps","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.131","/wiki/Anne-Hanne_Siepenkothen-nw-12","/wiki/Anne-Hanne_Siepenkothen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.132","/wiki/Werner_Stump-nw-12","/wiki/Werner_Stump","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1999-09-30,"nw",12
"NW.133","/wiki/Gerhard_W%C3%A4chter-nw-12","/wiki/Gerhard_W%C3%A4chter","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1997-06-17,2000-06-01,"nw",12
"NW.134","/wiki/Christian_Michael_Weisbrich-nw-12","/wiki/Christian_Michael_Weisbrich","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-26,2000-06-01,"nw",12
"NW.135","/wiki/Barbara_Wischermann-nw-12","/wiki/Barbara_Wischermann","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1995-09-01,"nw",12
"NW.136","/wiki/Oliver_Wittke-nw-12","/wiki/Oliver_Wittke","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1999-09-30,"nw",12
"NW.137","/wiki/Siegfried_Zellnig-nw-12","/wiki/Siegfried_Zellnig","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.138","/wiki/Willi_Zylajew-nw-12","/wiki/Willi_Zylajew","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",1999-10-26,2000-06-01,"nw",12
"NW.139","/wiki/Manfred_Dammeyer-nw-12","/wiki/Manfred_Dammeyer","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",1998-11-03,2000-06-01,"nw",12
"NW.140","/wiki/Klaus_Matthiesen-nw-12","/wiki/Klaus_Matthiesen","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",1995-06-01,1998-11-03,"nw",12
"NW.141","/wiki/Manfred_Dammeyer-nw-12","/wiki/Manfred_Dammeyer","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,1995-07-17,"nw",12
