"","id","name.wikitag","fraction","fraction.id","position","position.clean","start.date","end.date","landtag.state.abb","electoralperiod"
"NW.142","/wiki/Axel_Horstmann-nw-12","/wiki/Axel_Horstmann","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-02-08,2000-06-01,"nw",12
"NW.143","/wiki/Loke_Mernizka-nw-12","/wiki/Loke_Mernizka","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.144","/wiki/Adolf_Retz-nw-12","/wiki/Adolf_Retz","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.145","/wiki/Brigitte_Speth-nw-12","/wiki/Brigitte_Speth","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-06-01,"nw",12
"NW.146","/wiki/Reinhold_Trinius-nw-12","/wiki/Reinhold_Trinius","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-06-01,2000-01-27,"nw",12
"NW.147","/wiki/Ernst_Martin_Walsken-nw-12","/wiki/Ernst_Martin_Walsken","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",1995-11-21,2000-06-01,"nw",12
"NW.148","/wiki/Birgit_Fischer_(Politikerin)-nw-12","/wiki/Birgit_Fischer_(Politikerin)","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1995-06-01,1998-06-09,"nw",12
"NW.149","/wiki/Edgar_Moron-nw-12","/wiki/Edgar_Moron","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1998-06-16,2000-06-01,"nw",12
"NW.150","/wiki/Heidemarie_Berger-nw-12","/wiki/Heidemarie_Berger","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",1995-06-01,2000-06-01,"nw",12
"NW.151","/wiki/Walter_Bieber-nw-12","/wiki/Walter_Bieber","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1997-06-17,2000-06-01,"nw",12
"NW.152","/wiki/Manfred_B%C3%B6cker-nw-12","/wiki/Manfred_B%C3%B6cker","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.153","/wiki/J%C3%BCrgen_B%C3%BCssow-nw-12","/wiki/J%C3%BCrgen_B%C3%BCssow","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,1995-11-21,"nw",12
"NW.154","/wiki/Bodo_Champignon-nw-12","/wiki/Bodo_Champignon","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.155","/wiki/Stefan_Frechen-nw-12","/wiki/Stefan_Frechen","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,1997-06-02,"nw",12
"NW.156","/wiki/Hans_Frey_(Politiker)-nw-12","/wiki/Hans_Frey_(Politiker)","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.157","/wiki/Gabriele_Gorcitza-nw-12","/wiki/Gabriele_Gorcitza","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.158","/wiki/Reinhard_Gr%C3%A4tz-nw-12","/wiki/Reinhard_Gr%C3%A4tz","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.159","/wiki/Annelie_Kever-Henseler-nw-12","/wiki/Annelie_Kever-Henseler","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.160","/wiki/Robert_Krumbein-nw-12","/wiki/Robert_Krumbein","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1998-11-23,2000-06-01,"nw",12
"NW.161","/wiki/Friedhelm_Lenz-nw-12","/wiki/Friedhelm_Lenz","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1998-08-18,2000-06-01,"nw",12
"NW.162","/wiki/Edgar_Moron-nw-12","/wiki/Edgar_Moron","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1996-09-17,1998-06-16,"nw",12
"NW.163","/wiki/Johannes_Pflug-nw-12","/wiki/Johannes_Pflug","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,1998-10-31,"nw",12
"NW.164","/wiki/J%C3%BCrgen_Schaufu%C3%9F-nw-12","/wiki/J%C3%BCrgen_Schaufu%C3%9F","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,1996-08-31,"nw",12
"NW.165","/wiki/Klaus_Strehl-nw-12","/wiki/Klaus_Strehl","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.166","/wiki/Elke_Talhorst-nw-12","/wiki/Elke_Talhorst","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.167","/wiki/Horst-Dieter_V%C3%B6ge-nw-12","/wiki/Horst-Dieter_V%C3%B6ge","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-11-21,2000-06-01,"nw",12
"NW.168","/wiki/Hans_Vorpeil-nw-12","/wiki/Hans_Vorpeil","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.169","/wiki/Ellen_Werthmann-nw-12","/wiki/Ellen_Werthmann","SPD","SPD","Beisitzer/in im Fraktionsvorstand","Andere Position",1995-06-01,2000-06-01,"nw",12
"NW.170","/wiki/Sylvia_L%C3%B6hrmann-nw-13","/wiki/Sylvia_L%C3%B6hrmann","Grüne","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.171","/wiki/Reiner_Priggen-nw-13","/wiki/Reiner_Priggen","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.172","/wiki/Barbara_Steffens-nw-13","/wiki/Barbara_Steffens","Grüne","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.173","/wiki/Johannes_Remmel-nw-13","/wiki/Johannes_Remmel","Grüne","GRÜNE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2000-06-02,2005-06-07,"nw",13
"NW.174","/wiki/J%C3%BCrgen_R%C3%BCttgers-nw-13","/wiki/J%C3%BCrgen_R%C3%BCttgers","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.175","/wiki/Hermann-Josef_Arentz-nw-13","/wiki/Hermann-Josef_Arentz","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.176","/wiki/Regina_van_Dinther-nw-13","/wiki/Regina_van_Dinther","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.177","/wiki/Lothar_Hegemann-nw-13","/wiki/Lothar_Hegemann","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.178","/wiki/Bernhard_Recker-nw-13","/wiki/Bernhard_Recker","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.179","/wiki/Antonius_R%C3%BCsenberg-nw-13","/wiki/Antonius_R%C3%BCsenberg","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.180","/wiki/Eckhard_Uhlenberg-nw-13","/wiki/Eckhard_Uhlenberg","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.181","/wiki/Heinz_Hardt-nw-13","/wiki/Heinz_Hardt","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2000-06-02,2002-10-01,"nw",13
"NW.182","/wiki/Helmut_Stahl-nw-13","/wiki/Helmut_Stahl","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2002-10-01,2005-06-07,"nw",13
"NW.183","/wiki/Peter_Biesenbach-nw-13","/wiki/Peter_Biesenbach","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.184","/wiki/Richard_Bl%C3%B6mer-nw-13","/wiki/Richard_Bl%C3%B6mer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2004-12-08,"nw",13
"NW.185","/wiki/Ilka_von_Boeselager-nw-13","/wiki/Ilka_von_Boeselager","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.186","/wiki/Michael_Breuer-nw-13","/wiki/Michael_Breuer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.187","/wiki/Franz-Josef_Britz-nw-13","/wiki/Franz-Josef_Britz","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.188","/wiki/Hannelore_Br%C3%BCning-nw-13","/wiki/Hannelore_Br%C3%BCning","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.189","/wiki/Helmut_Diegel-nw-13","/wiki/Helmut_Diegel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.190","/wiki/Heinz_Hardt-nw-13","/wiki/Heinz_Hardt","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2002-10-01,2005-06-07,"nw",13
"NW.191","/wiki/Rudolf_Henke-nw-13","/wiki/Rudolf_Henke","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2002-10-01,2005-06-07,"nw",13
"NW.192","/wiki/Werner_Jostmeier-nw-13","/wiki/Werner_Jostmeier","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.193","/wiki/Hans-Ulrich_Klose_(Politiker,_1935)-nw-13","/wiki/Hans-Ulrich_Klose_(Politiker,_1935)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.194","/wiki/Fritz_Kollorz-nw-13","/wiki/Fritz_Kollorz","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.195","/wiki/Heinrich_Kruse_(Politiker)-nw-13","/wiki/Heinrich_Kruse_(Politiker)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.196","/wiki/Theodor_Kruse-nw-13","/wiki/Theodor_Kruse","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.197","/wiki/Thomas_Kufen-nw-13","/wiki/Thomas_Kufen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2002-10-01,2005-06-07,"nw",13
"NW.198","/wiki/Manfred_Kuhmichel-nw-13","/wiki/Manfred_Kuhmichel","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.199","/wiki/Hans_Peter_Lindlar-nw-13","/wiki/Hans_Peter_Lindlar","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.200","/wiki/Helmut_Linssen-nw-13","/wiki/Helmut_Linssen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-12-06,2005-06-07,"nw",13
"NW.201","/wiki/Thomas_Mahlberg-nw-13","/wiki/Thomas_Mahlberg","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.202","/wiki/Laurenz_Meyer-nw-13","/wiki/Laurenz_Meyer","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2000-12-06,"nw",13
"NW.203","/wiki/Manfred_Palmen-nw-13","/wiki/Manfred_Palmen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2002-10-01,2005-06-07,"nw",13
"NW.204","/wiki/Herbert_Reul-nw-13","/wiki/Herbert_Reul","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2003-04-05,"nw",13
"NW.205","/wiki/Annemarie_Schraps-nw-13","/wiki/Annemarie_Schraps","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2003-04-05,2004-09-03,"nw",13
"NW.206","/wiki/Bernd_Schulte-nw-13","/wiki/Bernd_Schulte","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.207","/wiki/Anne-Hanne_Siepenkothen-nw-13","/wiki/Anne-Hanne_Siepenkothen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.208","/wiki/Helmut_Stahl-nw-13","/wiki/Helmut_Stahl","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.209","/wiki/Gerhard_W%C3%A4chter-nw-13","/wiki/Gerhard_W%C3%A4chter","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-20,2002-10-01,"nw",13
"NW.210","/wiki/Christian_Weisbrich-nw-13","/wiki/Christian_Weisbrich","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2002-10-01,"nw",13
"NW.211","/wiki/Willi_Zylajew-nw-13","/wiki/Willi_Zylajew","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.212","/wiki/J%C3%BCrgen_M%C3%B6llemann-nw-13","/wiki/J%C3%BCrgen_M%C3%B6llemann","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2002-10-20,"nw",13
"NW.213","/wiki/Ingo_Wolf-nw-13","/wiki/Ingo_Wolf","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2002-10-29,2005-06-07,"nw",13
"NW.214","/wiki/Horst_Engel_(Politiker,_1947)-nw-13","/wiki/Horst_Engel_(Politiker,_1947)","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2002-10-29,"nw",13
"NW.215","/wiki/Stefan_M._Gr%C3%BCll-nw-13","/wiki/Stefan_M._Gr%C3%BCll","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2002-10-29,"nw",13
"NW.216","/wiki/Robert_Orth-nw-13","/wiki/Robert_Orth","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2002-10-29,2005-06-07,"nw",13
"NW.217","/wiki/Christof_Rasche-nw-13","/wiki/Christof_Rasche","FDP","FDP","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2002-10-29,2005-06-07,"nw",13
"NW.218","/wiki/Marianne_Thomann-Stahl-nw-13","/wiki/Marianne_Thomann-Stahl","FDP","FDP","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2000-06-02,2005-06-07,"nw",13
"NW.219","/wiki/Edgar_Moron-nw-13","/wiki/Edgar_Moron","SPD","SPD","Fraktionsvorsitz","Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.220","/wiki/Frank_Baranowski-nw-13","/wiki/Frank_Baranowski","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2004-10-15,"nw",13
"NW.221","/wiki/Dorothee_Danner-nw-13","/wiki/Dorothee_Danner","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2004-12-14,2005-06-07,"nw",13
"NW.222","/wiki/Marc_Jan_Eumann-nw-13","/wiki/Marc_Jan_Eumann","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.223","/wiki/Helga_Gie%C3%9Felmann-nw-13","/wiki/Helga_Gie%C3%9Felmann","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2004-12-14,"nw",13
"NW.224","/wiki/Axel_Horstmann-nw-13","/wiki/Axel_Horstmann","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2002-11-12,"nw",13
"NW.225","/wiki/Ralf_J%C3%A4ger-nw-13","/wiki/Ralf_J%C3%A4ger","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2004-11-09,2005-06-07,"nw",13
"NW.226","/wiki/Bernhard_Kasperek-nw-13","/wiki/Bernhard_Kasperek","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.227","/wiki/Brigitte_Speth-nw-13","/wiki/Brigitte_Speth","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.228","/wiki/Horst_V%C3%B6ge-nw-13","/wiki/Horst_V%C3%B6ge","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2005-06-07,"nw",13
"NW.229","/wiki/Ernst_Martin_Walsken-nw-13","/wiki/Ernst_Martin_Walsken","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2000-06-02,2003-02-18,"nw",13
"NW.230","/wiki/Gisela_Walsken-nw-13","/wiki/Gisela_Walsken","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2003-02-18,2005-06-07,"nw",13
"NW.231","/wiki/Gerd_Wirth-nw-13","/wiki/Gerd_Wirth","SPD","SPD","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2002-12-17,2005-06-07,"nw",13
"NW.232","/wiki/Carina_G%C3%B6decke-nw-13","/wiki/Carina_G%C3%B6decke","SPD","SPD","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2000-06-02,2005-06-07,"nw",13
"NW.233","/wiki/Sylvia_L%C3%B6hrmann-nw-14","/wiki/Sylvia_L%C3%B6hrmann","BÜNDNIS 90/ DIE GRÜNEN","GRÜNE","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-08,2010-06-08,"nw",14
"NW.234","/wiki/Reiner_Priggen-nw-14","/wiki/Reiner_Priggen","BÜNDNIS 90/ DIE GRÜNEN","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-08,2010-06-08,"nw",14
"NW.235","/wiki/Barbara_Steffens-nw-14","/wiki/Barbara_Steffens","BÜNDNIS 90/ DIE GRÜNEN","GRÜNE","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-08,2010-06-08,"nw",14
"NW.236","/wiki/Johannes_Remmel-nw-14","/wiki/Johannes_Remmel","BÜNDNIS 90/ DIE GRÜNEN","GRÜNE","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2005-06-08,2010-06-08,"nw",14
"NW.237","/wiki/Helmut_Stahl-nw-14","/wiki/Helmut_Stahl","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.238","/wiki/Ursula_Doppmeier-nw-14","/wiki/Ursula_Doppmeier","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.239","/wiki/Marie-Luise_Fasse-nw-14","/wiki/Marie-Luise_Fasse","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.240","/wiki/Rudolf_Henke-nw-14","/wiki/Rudolf_Henke","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-28,2009-11-20,"nw",14
"NW.241","/wiki/Manfred_Kuhmichel-nw-14","/wiki/Manfred_Kuhmichel","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.242","/wiki/Bernhard_Recker-nw-14","/wiki/Bernhard_Recker","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.243","/wiki/Bernd_Schulte-nw-14","/wiki/Bernd_Schulte","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.244","/wiki/Christian_Weisbrich-nw-14","/wiki/Christian_Weisbrich","CDU","CDU","Stellvertretender Fraktionsvorsitz","Stellvertretender Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.245","/wiki/Norbert_Post-nw-14","/wiki/Norbert_Post","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2009-11-10,2010-06-08,"nw",14
"NW.246","/wiki/Peter_Biesenbach-nw-14","/wiki/Peter_Biesenbach","CDU","CDU","Parlamentarische Geschäftsführung","Parlamentarische Geschäftsführung",2005-06-28,2010-06-08,"nw",14
"NW.247","/wiki/Ilka_von_Boeselager-nw-14","/wiki/Ilka_von_Boeselager","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.248","/wiki/Michael_Brinkmeier-nw-14","/wiki/Michael_Brinkmeier","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.249","/wiki/Hannelore_Br%C3%BCning-nw-14","/wiki/Hannelore_Br%C3%BCning","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.250","/wiki/Regina_van_Dinther-nw-14","/wiki/Regina_van_Dinther","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.251","/wiki/Wilhelm_Droste_(Politiker,_1960)-nw-14","/wiki/Wilhelm_Droste_(Politiker,_1960)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2006-06-21,"nw",14
"NW.252","/wiki/Harald_Giebels-nw-14","/wiki/Harald_Giebels","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2006-06-21,2010-06-08,"nw",14
"NW.253","/wiki/Wolfgang_H%C3%BCsken-nw-14","/wiki/Wolfgang_H%C3%BCsken","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.254","/wiki/Klaus_Kaiser-nw-14","/wiki/Klaus_Kaiser","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.255","/wiki/Marie-Theres_Kastner-nw-14","/wiki/Marie-Theres_Kastner","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.256","/wiki/Walter_Kern_(Politiker)-nw-14","/wiki/Walter_Kern_(Politiker)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2007-09-18,2010-06-08,"nw",14
"NW.257","/wiki/Volkmar_Klein-nw-14","/wiki/Volkmar_Klein","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2009-11-03,"nw",14
"NW.258","/wiki/Franz-Josef_Knieps-nw-14","/wiki/Franz-Josef_Knieps","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2006-06-21,2010-06-08,"nw",14
"NW.259","/wiki/Theodor_Kruse-nw-14","/wiki/Theodor_Kruse","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.260","/wiki/Lutz_Lienenk%C3%A4mper-nw-14","/wiki/Lutz_Lienenk%C3%A4mper","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2007-09-18,2010-06-08,"nw",14
"NW.261","/wiki/Hans_Peter_Lindlar-nw-14","/wiki/Hans_Peter_Lindlar","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2005-08-03,"nw",14
"NW.262","/wiki/Rainer_Lux-nw-14","/wiki/Rainer_Lux","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-09-06,2010-06-08,"nw",14
"NW.263","/wiki/Holger_M%C3%BCller_(Politiker)-nw-14","/wiki/Holger_M%C3%BCller_(Politiker)","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.264","/wiki/Friedhelm_Ortgies-nw-14","/wiki/Friedhelm_Ortgies","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.265","/wiki/Norbert_Post-nw-14","/wiki/Norbert_Post","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2009-11-10,"nw",14
"NW.266","/wiki/Hans-Joachim_Reck-nw-14","/wiki/Hans-Joachim_Reck","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2006-03-31,"nw",14
"NW.267","/wiki/J%C3%BCrgen_R%C3%BCttgers-nw-14","/wiki/J%C3%BCrgen_R%C3%BCttgers","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.268","/wiki/Heinz_Sahnen-nw-14","/wiki/Heinz_Sahnen","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.269","/wiki/Reinhold_Sendker-nw-14","/wiki/Reinhold_Sendker","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2009-11-03,"nw",14
"NW.270","/wiki/Thomas_Sternberg-nw-14","/wiki/Thomas_Sternberg","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2007-09-18,2010-06-08,"nw",14
"NW.271","/wiki/Maria_Westerhorstmann-nw-14","/wiki/Maria_Westerhorstmann","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2010-06-08,"nw",14
"NW.272","/wiki/Hendrik_W%C3%BCst-nw-14","/wiki/Hendrik_W%C3%BCst","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-28,2006-06-21,"nw",14
"NW.273","/wiki/Hendrik_W%C3%BCst-nw-14","/wiki/Hendrik_W%C3%BCst","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2006-04-01,2006-09-16,"nw",14
"NW.274","/wiki/Hendrik_W%C3%BCst-nw-14","/wiki/Hendrik_W%C3%BCst","CDU","CDU","Fraktionsvorsitz","Fraktionsvorsitz",2006-09-16,2010-02-22,"nw",14
"NW.275","/wiki/Gerhard_Papke-nw-14","/wiki/Gerhard_Papke","FDP","FDP","Fraktionsvorsitz","Fraktionsvorsitz",2005-06-24,2010-06-08,"nw",14
